path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/guides/WORKSPACE_CLEANUP_2026_02_01.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/confidence_scoring.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/coverage-improvement-plan.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/input_hygiene.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/luxury_rendering_insights.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/parse_workflows_README.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/provenance_capture.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/step5_lut_examples.txt,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/tranche_phase1_merge_plan.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_BUG_FIXES_IMPLEMENTATION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_COMPLETION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_COMPLETION_REPORT_OLD.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_EXECUTIVE_SUMMARY_20260207.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_FINAL_COMPLETION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_RAW_TEST_RESULTS.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/APEX_RAW_TEST_RUN.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/BRANCH_READY_STATUS.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/CONTEXT_SYSTEM_COMPLETE.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/CONTEXT_SYSTEM_SUMMARY.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/CRITICAL_FIXES_APPLIED.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/CRITICAL_FIXES_SUMMARY.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/DELIVERABLES.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/EFFICIENTSAM_REVIEW_SUMMARY.txt,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/FINAL_SUMMARY.txt,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/FIXES_COMPLETED_CHECKLIST.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/HEALTH_CHECK_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/IMPLEMENTATION_CHECKLIST.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/IMPLEMENTATION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/IMPLEMENTATION_TEST_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/MATERIALS_V3_COMPLETION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/ORCHESTRATOR_CRITICAL_FIXES.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/PHASE1_ENFORCEMENT_COMPLETE.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/PHASE2_3_IMPLEMENTATION_SUMMARY.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/PHASE2_IMPLEMENTATION_SUMMARY.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/PHASE2_REMEDIATION_COMPLETE.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/historical/PHASE2_WEEK3_COMPLETION_REPORT.md,historical,maintenance area: docs/historical,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
